title,volume,authors,year,pages,link,code
PC Algorithm for Nonparanormal Graphical Models,Volume 14,"['Naftali Harris', 'Mathias Drton']",2013,19,https://www.jmlr.org/papers/volume14/harris13a/harris13a.pdf,
Sparse Matrix Inversion with Scaled Lasso,Volume 14,"['Tingni Sun', 'Cun-Hui Zhang']",2013,34,https://www.jmlr.org/papers/volume14/sun13a/sun13a.pdf,
Consistent Selection of Tuning Parameters via Variable Selection Stability,Volume 14,"['Wei Sun', 'Junhui Wang', 'Yixin Fang']",2013,22,https://www.jmlr.org/papers/volume14/sun13b/sun13b.pdf,
Learning Theory Analysis for Association Rules and Sequential Event Prediction,Volume 14,"['Cynthia Rudin', 'Benjamin Letham', 'David Madigan']",2013,52,https://www.jmlr.org/papers/volume14/rudin13a/rudin13a.pdf,
"Comment on ""Robustness and Regularization of Support Vector Machines"" by H. Xu et al. (Journal of Machine Learning Research, vol. 10, pp. 1485-1510, 2009)",Volume 14,"['Yahya Forghani', 'Hadi Sadoghi']",2013,2,https://www.jmlr.org/papers/volume14/forghani13a/forghani13a.pdf,
"Lovasz theta function, SVMs and Finding Dense Subgraphs",Volume 14,"['Vinay Jethava', 'Anders Martinsson', 'Chiranjib Bhattacharyya', 'Devdatt Dubhashi']",2013,42,https://www.jmlr.org/papers/volume14/jethava13a/jethava13a.pdf,
Learning Trees from Strings: A Strong Learning Algorithm for some Context-Free Grammars,Volume 14,['Alexander Clark'],2013,23,https://www.jmlr.org/papers/volume14/clark13a/clark13a.pdf,
Classifying With Confidence From Incomplete Information,Volume 14,"['Nathan Parrish', 'Hyrum S. Anderson', 'Maya R. Gupta', 'Dun Yu Hsiao']",2013,29,https://www.jmlr.org/papers/volume14/parrish13a/parrish13a.pdf,
Classifier Selection using the Predicate Depth,Volume 14,"['Ran Gilad-Bachrach', 'Christopher J.C. Burges']",2013,28,https://www.jmlr.org/papers/volume14/gilad-bachrach13a/gilad-bachrach13a.pdf,
A Max-Norm Constrained Minimization Approach to 1-Bit Matrix Completion,Volume 14,"['Tony Cai', 'Wen-Xin Zhou']",2013,29,https://www.jmlr.org/papers/volume14/cai13b/cai13b.pdf,
Efficient Program Synthesis Using Constraint Satisfaction in Inductive Logic Programming,Volume 14,"['John Ahlgren', 'Shiu Yin Yuen']",2013,33,https://www.jmlr.org/papers/volume14/ahlgren13a/ahlgren13a.pdf,
How to Solve Classification and Regression Problems on High-Dimensional Data with a Supervised Extension of Slow Feature Analysis,Volume 14,"['Alberto N. Escalante-B.', 'Laurenz Wiskott']",2013,37,https://www.jmlr.org/papers/volume14/escalante13a/escalante13a.pdf,
Joint Harmonic Functions and Their Supervised Connections,Volume 14,"['Mark Vere Culp', 'Kenneth Joseph Ryan']",2013,32,https://www.jmlr.org/papers/volume14/culp13a/culp13a.pdf,
Kernel Bayes' Rule: Bayesian Inference with Positive Definite Kernels,Volume 14,"['Kenji Fukumizu', 'Le Song', 'Arthur Gretton']",2013,31,https://www.jmlr.org/papers/volume14/fukumizu13a/fukumizu13a.pdf,
Optimally Fuzzy Temporal Memory,Volume 14,"['Karthik H. Shankar', 'Marc W. Howard']",2013,28,https://www.jmlr.org/papers/volume14/shankar13a/shankar13a.pdf,
BudgetedSVM: A Toolbox for Scalable SVM Approximations,Volume 14,"['Nemanja Djuric', 'Liang Lan', 'Slobodan Vucetic', 'Zhuang Wang']",2013,5,https://www.jmlr.org/papers/volume14/djuric13a/djuric13a.pdf,https://github.com/djurikom/BudgetedSVM
Distance Metric Learning with Eigenvalue Optimization,Volume 13,"['Yiming Ying', 'Peng Li']",2012,26,https://www.jmlr.org/papers/volume13/ying12a/ying12a.pdf,
Conditional Likelihood Maximisation: A Unifying Framework for Information Theoretic Feature Selection,Volume 13,"['Gavin Brown', 'Adam Pocock', 'Ming-Jie Zhao', 'Mikel LujÃ¡n']",2012,40,https://www.jmlr.org/papers/volume13/brown12a/brown12a.pdf,
Plug-in Approach to Active Learning,Volume 13,['Stanislav Minsker'],2012,24,https://www.jmlr.org/papers/volume13/minsker12a/minsker12a.pdf,
Refinement of Operator-valued Reproducing Kernels,Volume 13,"['Haizhang Zhang', 'Yuesheng Xu', 'Qinghui Zhang']",2012,46,https://www.jmlr.org/papers/volume13/zhang12a/zhang12a.pdf,
An Active Learning Algorithm for Ranking from Pairwise Preferences with an Almost Optimal Query Complexity,Volume 13,['Nir Ailon'],2012,28,https://www.jmlr.org/papers/volume13/ailon12a/ailon12a.pdf,
Optimal Distributed Online Prediction Using Mini-Batches,Volume 13,"['Ofer Dekel', 'Ran Gilad-Bachrach', 'Ohad Shamir', 'Lin Xiao']",2012,38,https://www.jmlr.org/papers/volume13/dekel12a/dekel12a.pdf,
Active Clustering of Biological Sequences,Volume 13,"['Konstantin Voevodski', 'Maria-Florina Balcan', 'Heiko RÃ¶glin', 'Shang-Hua Teng', 'Yu Xia']",2012,23,https://www.jmlr.org/papers/volume13/voevodski12a/voevodski12a.pdf,
Multi Kernel Learning with Online-Batch Optimization,Volume 13,"['Francesco Orabona', 'Luo Jie', 'Barbara Caputo']",2012,27,https://www.jmlr.org/papers/volume13/orabona12a/orabona12a.pdf,
Active Learning via Perfect Selective Classification,Volume 13,"['Ran El-Yaniv', 'Yair Wiener']",2012,25,https://www.jmlr.org/papers/volume13/el-yaniv12a/el-yaniv12a.pdf,
Random Search for Hyper-Parameter Optimization,Volume 13,"['James Bergstra', 'Yoshua Bengio']",2012,25,https://www.jmlr.org/papers/volume13/bergstra12a/bergstra12a.pdf,
"Noise-Contrastive Estimation of Unnormalized Statistical Models, with Applications to Natural Image Statistics",Volume 13,"['Michael U. Gutmann', 'Aapo HyvÃ¤rinen']",2012,55,https://www.jmlr.org/papers/volume13/gutmann12a/gutmann12a.pdf,
Bounding the Probability of Error for High Precision Optical Character Recognition,Volume 13,"['Gary B. Huang', 'Andrew Kae', 'Carl Doersch', 'Erik Learned-Miller']",2012,25,https://www.jmlr.org/papers/volume13/huang12a/huang12a.pdf,
Minimax-Optimal Rates For Sparse Additive Models Over Kernel Classes Via Convex Programming,Volume 13,"['Garvesh Raskutti', 'Martin J. Wainwright', 'Bin Yu']",2012,39,https://www.jmlr.org/papers/volume13/raskutti12a/raskutti12a.pdf,
Online Learning in the Embedded Manifold of Low-rank Matrices,Volume 13,"['Uri Shalit', 'Daphna Weinshall', 'Gal Chechik']",2012,30,https://www.jmlr.org/papers/volume13/shalit12a/shalit12a.pdf,
Multi-Assignment Clustering for Boolean Data,Volume 13,"['Mario Frank', 'Andreas P. Streich', 'David Basin', 'Joachim M. Buhmann']",2012,31,https://www.jmlr.org/papers/volume13/frank12a/frank12a.pdf,
Eliminating Spammers and Ranking Annotators for Crowdsourced Labeling Tasks,Volume 13,"['Vikas C. Raykar', 'Shipeng Yu']",2012,28,https://www.jmlr.org/papers/volume13/raykar12a/raykar12a.pdf,
Metric and Kernel Learning Using a Linear Transformation,Volume 13,"['Prateek Jain', 'Brian Kulis', 'Jason V. Davis', 'Inderjit S. Dhillon']",2012,29,https://www.jmlr.org/papers/volume13/jain12a/jain12a.pdf,
MULTIBOOST: A Multi-purpose Boosting Package,Volume 13,"['Djalel Benbouzid', 'RÃ³bert Busa-Fekete', 'Norman Casagrande', 'FranÃ§ois-David Collin', 'BalÃ¡zs KÃ©gl']",2012,5,https://www.jmlr.org/papers/volume13/benbouzid12a/benbouzid12a.pdf,multiboost.org
ML-Flex: A Flexible Toolbox for Performing Classification Analyses In Parallel,Volume 13,"['Stephen R. Piccolo', 'Lewis J. Frey']",2012,5,https://www.jmlr.org/papers/volume13/piccolo12a/piccolo12a.pdf,
A Primal-Dual Convergence Analysis of Boosting,Volume 13,['Matus Telgarsky'],2012,46,https://www.jmlr.org/papers/volume13/telgarsky12a/telgarsky12a.pdf,
Non-Sparse Multiple Kernel Fisher Discriminant Analysis,Volume 13,"['Fei Yan', 'Josef Kittler', 'Krystian Mikolajczyk', 'Atif Tahir']",2012,36,https://www.jmlr.org/papers/volume13/yan12a/yan12a.pdf,
Learning Algorithms for the Classification Restricted Boltzmann Machine,Volume 13,"['Hugo Larochelle', 'Michael Mandel', 'Razvan Pascanu', 'Yoshua Bengio']",2012,27,https://www.jmlr.org/papers/volume13/larochelle12a/larochelle12a.pdf,
Structured Sparsity and Generalization,Volume 13,"['Andreas Maurer', 'Massimiliano Pontil']",2012,20,https://www.jmlr.org/papers/volume13/maurer12a/maurer12a.pdf,
A Case Study on Meta-Generalising: A Gaussian Processes Approach,Volume 13,"['Grigorios Skolidis', 'Guido Sanguinetti']",2012,31,https://www.jmlr.org/papers/volume13/skolidis12a/skolidis12a.pdf,
A Kernel Two-Sample Test,Volume 13,"['Arthur Gretton', 'Karsten M. Borgwardt', 'Malte J. Rasch', 'Bernhard SchÃ¶lkopf', 'Alexander Smola']",2012,51,https://www.jmlr.org/papers/volume13/gretton12a/gretton12a.pdf,
GPLP: A Local and Parallel Computation Toolbox for Gaussian Process Regression,Volume 13,"['Chiwoo Park', 'Jianhua Z. Huang', 'Yu Ding']",2012,5,https://www.jmlr.org/papers/volume13/park12a/park12a.pdf,
Exact Covariance Thresholding into Connected Components for Large-Scale Graphical Lasso,Volume 13,"['Rahul Mazumder', 'Trevor Hastie']",2012,14,https://www.jmlr.org/papers/volume13/mazumder12a/mazumder12a.pdf,
Algorithms for Learning Kernels Based on Centered Alignment,Volume 13,"['Corinna Cortes', 'Mehryar Mohri', 'Afshin Rostamizadeh']",2012,34,https://www.jmlr.org/papers/volume13/cortes12a/cortes12a.pdf,
Causal Bounds and Observable Constraints for Non-deterministic Models,Volume 13,['Roland R. Ramsahai'],2012,20,https://www.jmlr.org/papers/volume13/ramsahai12a/ramsahai12a.pdf,
NIMFA : A Python Library for Nonnegative Matrix Factorization,Volume 13,"['Marinka Å½itnik', 'BlaÅ¾ Zupan']",2012,5,https://www.jmlr.org/papers/volume13/zitnik12a/zitnik12a.pdf,
Algebraic Geometric Comparison of Probability Distributions,Volume 13,"['Franz J. KirÃ¡ly', 'Paul von BÃ¼nau', 'Frank C. Meinecke', 'Duncan A.J. Blythe', 'Klaus-Robert MÃ¼ller']",2012,49,https://www.jmlr.org/papers/volume13/kiraly12a/kiraly12a.pdf,
Stability of Density-Based Clustering,Volume 13,"['Alessandro Rinaldo', 'Aarti Singh', 'Rebecca Nugent', 'Larry Wasserman']",2012,44,https://www.jmlr.org/papers/volume13/rinaldo12a/rinaldo12a.pdf,
Mal-ID: Automatic Malware Detection Using Common Segment Analysis and Meta-Features,Volume 13,"['Gil Tahan', 'Lior Rokach', 'Yuval Shahar']",2012,31,https://www.jmlr.org/papers/volume13/tahan12a/tahan12a.pdf,
Sampling Methods for the Nyström Method,Volume 13,"['Sanjiv Kumar', 'Mehryar Mohri', 'Ameet Talwalkar']",2012,26,https://www.jmlr.org/papers/volume13/kumar12a/kumar12a.pdf,
Positive Semidefinite Metric Learning Using Boosting-like Algorithms,Volume 13,"['Chunhua Shen', 'Junae Kim', 'Lei Wang', 'Anton van den Hengel']",2012,30,https://www.jmlr.org/papers/volume13/shen12a/shen12a.pdf,
Consistent Model Selection Criteria on High Dimensions,Volume 13,"['Yongdai Kim', 'Sunghoon Kwon', 'Hosik Choi']",2012,21,https://www.jmlr.org/papers/volume13/kim12a/kim12a.pdf,
The huge Package for High-dimensional Undirected Graph Estimation in R,Volume 13,"['Tuo Zhao', 'Han Liu', 'Kathryn Roeder', 'John Lafferty', 'Larry Wasserman']",2012,4,https://www.jmlr.org/papers/volume13/zhao12a/zhao12a.pdf,
Analysis of a Random Forests Model,Volume 13,['GÃ©rard Biau'],2012,33,https://www.jmlr.org/papers/volume13/biau12a/biau12a.pdf,
Towards Integrative Causal Analysis of Heterogeneous Data Sets and Studies,Volume 13,"['Ioannis Tsamardinos', 'Sofia Triantafillou', 'Vincenzo Lagani']",2012,61,https://www.jmlr.org/papers/volume13/tsamardinos12a/tsamardinos12a.pdf,
Hope and Fear for Discriminative Training of Statistical Translation Models,Volume 13,['David Chiang'],2012,29,https://www.jmlr.org/papers/volume13/chiang12a/chiang12a.pdf,
A Multi-Stage Framework for Dantzig Selector and LASSO,Volume 13,"['Ji Liu', 'Peter Wonka', 'Jieping Ye']",2012,31,https://www.jmlr.org/papers/volume13/liu12a/liu12a.pdf,
A Geometric Approach to Sample Compression,Volume 13,"['Benjamin I.P. Rubinstein', 'J. Hyam Rubinstein']",2012,41,https://www.jmlr.org/papers/volume13/rubinstein12a/rubinstein12a.pdf,
Minimax Manifold Estimation,Volume 13,"['Christopher Genovese', 'Marco Perone-Pacifico', 'Isabella Verdinelli', 'Larry Wasserman']",2012,29,https://www.jmlr.org/papers/volume13/genovese12a/genovese12a.pdf,
Query Strategies for Evading Convex-Inducing Classifiers,Volume 13,"['Blaine Nelson', 'Benjamin I. P. Rubinstein', 'Ling Huang', 'Anthony D. Joseph', 'Steven J. Lee', 'Satish Rao', 'J. D. Tygar']",2012,40,https://www.jmlr.org/papers/volume13/nelson12a/nelson12a.pdf,
Transfer in Reinforcement Learning via Shared Features,Volume 13,"['George Konidaris', 'Ilya Scheidwasser', 'Andrew Barto']",2012,39,https://www.jmlr.org/papers/volume13/konidaris12a/konidaris12a.pdf,
On Ranking and Generalization Bounds,Volume 13,['Wojciech Rejchel'],2012,20,https://www.jmlr.org/papers/volume13/rejchel12a/rejchel12a.pdf,
Feature Selection via Dependence Maximization,Volume 13,"['Le Song', 'Alex Smola', 'Arthur Gretton', 'Justin Bedo', 'Karsten Borgwardt']",2012,42,https://www.jmlr.org/papers/volume13/song12a/song12a.pdf,
Structured Sparsity via Alternating Direction Methods,Volume 13,"['Zhiwei Qin', 'Donald Goldfarb']",2012,34,https://www.jmlr.org/papers/volume13/qin12a/qin12a.pdf,
Activized Learning: Transforming Passive to Active with Improved Label Complexity,Volume 13,['Steve Hanneke'],2012,119,https://www.jmlr.org/papers/volume13/hanneke12a/hanneke12a.pdf,
A Model of the Perception of Facial Expressions of Emotion by Humans: Research Overview and Perspectives,Volume 13,"['Aleix Martinez', 'Shichuan Du']",2012,20,https://www.jmlr.org/papers/volume13/martinez12a/martinez12a.pdf,
A Unifying Probabilistic Perspective for Spectral Dimensionality Reduction: Insights and New Models,Volume 13,['Neil D. Lawrence'],2012,30,https://www.jmlr.org/papers/volume13/lawrence12a/lawrence12a.pdf,
Mixability is Bayes Risk Curvature Relative to Log Loss,Volume 13,"['Tim van Erven', 'Mark D. Reid', 'Robert C. Williamson']",2012,25,https://www.jmlr.org/papers/volume13/vanerven12a/vanerven12a.pdf,
Restricted Strong Convexity and Weighted Matrix Completion: Optimal Bounds with Noise,Volume 13,"['Sahand Negahban', 'Martin J. Wainwright']",2012,33,https://www.jmlr.org/papers/volume13/negahban12a/negahban12a.pdf,
glm-ie: Generalised Linear Models Inference & Estimation Toolbox,Volume 13,['Hannes Nickisch'],2012,5,https://www.jmlr.org/papers/volume13/nickisch12a/nickisch12a.pdf,
Manifold Identification in Dual Averaging for Regularized Stochastic Online Learning,Volume 13,"['Sangkyun Lee', 'Stephen J. Wright']",2012,40,https://www.jmlr.org/papers/volume13/lee12a/lee12a.pdf,
Variational Multinomial Logit Gaussian Process,Volume 13,['Kian Ming A. Chai'],2012,64,https://www.jmlr.org/papers/volume13/chai12a/chai12a.pdf,
Entropy Search for Information-Efficient Global Optimization,Volume 13,"['Philipp Hennig', 'Christian J. Schuler']",2012,29,https://www.jmlr.org/papers/volume13/hennig12a/hennig12a.pdf,
Estimation and Selection via Absolute Penalized Convex Minimization And Its Multistage Adaptive Applications,Volume 13,"['Jian Huang', 'Cun-Hui Zhang']",2012,26,https://www.jmlr.org/papers/volume13/huang12b/huang12b.pdf,
Regularization Techniques for Learning with Matrices,Volume 13,"['Sham M. Kakade', 'Shai Shalev-Shwartz', 'Ambuj Tewari']",2012,26,https://www.jmlr.org/papers/volume13/kakade12a/kakade12a.pdf,
Confidence-Weighted Linear Classification for Text Categorization,Volume 13,"['Koby Crammer', 'Mark Dredze', 'Fernando Pereira']",2012,36,https://www.jmlr.org/papers/volume13/crammer12a/crammer12a.pdf,
Integrating a Partial Model into Model Free Reinforcement Learning,Volume 13,"['Aviv Tamar', 'Dotan Di Castro', 'Ron Meir']",2012,40,https://www.jmlr.org/papers/volume13/tamar12a/tamar12a.pdf,
Jstacs: A Java Framework for Statistical Analysis and Classification of Biological Sequences,Volume 13,"['Jan Grau', 'Jens Keilwagen', 'AndrÃ© Gohr', 'Berit Haldemann', 'Stefan Posch', 'Ivo Grosse']",2012,5,https://www.jmlr.org/papers/volume13/grau12a/grau12a.pdf,
Variable Selection in High-dimensional Varying-coefficient Models with Global Optimality,Volume 13,"['Lan Xue', 'Annie Qu']",2012,26,https://www.jmlr.org/papers/volume13/xue12a/xue12a.pdf,
An Improved GLMNET for L1-regularized Logistic Regression,Volume 13,"['Guo-Xun Yuan', 'Chia-Hua Ho', 'Chih-Jen Lin']",2012,32,https://www.jmlr.org/papers/volume13/yuan12a/yuan12a.pdf,
EP-GIG Priors and Applications in Bayesian Sparse Learning,Volume 13,"['Zhihua Zhang', 'Shusen Wang', 'Dehua Liu', 'Michael I. Jordan']",2012,31,https://www.jmlr.org/papers/volume13/zhang12b/zhang12b.pdf,
Pattern for Python,Volume 13,"['Tom De Smedt', 'Walter Daelemans']",2012,5,https://www.jmlr.org/papers/volume13/desmedt12a/desmedt12a.pdf,
Optimistic Bayesian Sampling in Contextual-Bandit Problems,Volume 13,"['Benedict C. May', 'Nathan Korda', 'Anthony Lee', 'David S. Leslie']",2012,38,https://www.jmlr.org/papers/volume13/may12a/may12a.pdf,
A Comparison of the Lasso and  Marginal Regression,Volume 13,"['Christopher R. Genovese', 'Jiashun Jin', 'Larry Wasserman', 'Zhigang Yao']",2012,37,https://www.jmlr.org/papers/volume13/genovese12b/genovese12b.pdf,
On the Necessity of Irrelevant Variables,Volume 13,"['David P. Helmbold', 'Philip M. Long']",2012,26,https://www.jmlr.org/papers/volume13/helmbold12a/helmbold12a.pdf,
DEAP: Evolutionary Algorithms Made Easy,Volume 13,"['FÃ©lix-Antoine Fortin', 'FranÃ§ois-Michel De Rainville', 'Marc-AndrÃ© Gardner', 'Marc Parizeau', 'Christian GagnÃ©']",2012,5,https://www.jmlr.org/papers/volume13/fortin12a/fortin12a.pdf,
An Introduction to Artificial Prediction Markets for Classification,Volume 13,"['Adrian Barbu', 'Nathan Lay']",2012,28,https://www.jmlr.org/papers/volume13/barbu12a/barbu12a.pdf,
Sign Language Recognition using Sub-Units,Volume 13,"['Helen Cooper', 'Eng-Jon Ong', 'Nicolas Pugeault', 'Richard Bowden']",2012,27,https://www.jmlr.org/papers/volume13/cooper12a/cooper12a.pdf,
A Topic Modeling Toolbox Using Belief Propagation,Volume 13,['Jia Zeng'],2012,4,https://www.jmlr.org/papers/volume13/zeng12a/zeng12a.pdf,
MedLDA: Maximum Margin Supervised Topic Models,Volume 13,"['Jun Zhu', 'Amr Ahmed', 'Eric P. Xing']",2012,42,https://www.jmlr.org/papers/volume13/zhu12a/zhu12a.pdf,
Pairwise Support Vector Machines and their Application to Large Scale Problems,Volume 13,"['Carl Brunner', 'Andreas Fischer', 'Klaus Luig', 'Thorsten Thies']",2012,14,https://www.jmlr.org/papers/volume13/brunner12a/brunner12a.pdf,
High-Dimensional Gaussian Graphical Model Selection: Walk Summability and Local Separation Criterion,Volume 13,"['Animashree Anandkumar', 'Vincent Y.F. Tan', 'Furong Huang', 'Alan S. Willsky']",2012,45,https://www.jmlr.org/papers/volume13/anandkumar12a/anandkumar12a.pdf,
A Local Spectral Method for Graphs: With Applications to Improving Graph Partitions and Exploring Data Graphs Locally,Volume 13,"['Michael W. Mahoney', 'Lorenzo Orecchia', 'Nisheeth K. Vishnoi']",2012,27,https://www.jmlr.org/papers/volume13/mahoney12a/mahoney12a.pdf,
Multi-Target Regression with Rule Ensembles,Volume 13,"['Timo Aho', 'Bernard Å½enko', 'SaÅ¡o DÅ¾eroski', 'Tapio Elomaa']",2012,41,https://www.jmlr.org/papers/volume13/aho12a/aho12a.pdf,
Characterization and Greedy Learning of Interventional Markov Equivalence Classes of Directed Acyclic Graphs,Volume 13,"['Alain Hauser', 'Peter BÃ¼hlmann']",2012,56,https://www.jmlr.org/papers/volume13/hauser12a/hauser12a.pdf,
On the Convergence Rate of lp-Norm Multiple Kernel Learning,Volume 13,"['Marius Kloft', 'Gilles Blanchard']",2012,38,https://www.jmlr.org/papers/volume13/kloft12a/kloft12a.pdf,
Trading Regret for Efficiency: Online Convex Optimization with Long Term Constraints,Volume 13,"['Mehrdad Mahdavi', 'Rong Jin', 'Tianbao Yang']",2012,26,https://www.jmlr.org/papers/volume13/mahdavi12a/mahdavi12a.pdf,
Robust Kernel Density Estimation,Volume 13,"['JooSeuk Kim', 'Clayton D. Scott']",2012,37,https://www.jmlr.org/papers/volume13/kim12b/kim12b.pdf,
Nonparametric Guidance of Autoencoder Representations using Label Information,Volume 13,"['Jasper Snoek', 'Ryan P. Adams', 'Hugo Larochelle']",2012,22,https://www.jmlr.org/papers/volume13/snoek12a/snoek12a.pdf,
